,Account group,City,Country,Data line,District,Fax,House number and street,Language,Name 1,Name 2,Name 3,Name 4,Other city,PO Box,PO Box postal code,Postal Code,Region,Search Term 1,Search Term 2,Tax jurisdiction,Telebox,Telephone,Title,Transportation zone,Vendor,Quantity of Milk Purchased (L),Production Volume (L),Inventory Level (kg),Number of Suppliers,Production Efficiency (%),Delivery Time (days),Demand Forecast Accuracy (%),Wastage Rate (%),Supplier Performance Score,Distribution Costs (currency)
644,7558.0,Port Christina,Greece,10.0,Vermont,,,,,Roberts,,Maynard,Thomasside,6435.0,60280.0,,,tonight,mission,4652.0,6082.0,+1-740-161-0429x259,Mrs.,4.0,Scott-Taylor,5975.0,8845.0,,6.0,97.98670201246702,,,3.7077114331306653,66.98859179852863,
645,1816.0,Nicholastown,Tanzania,,New Jersey,602-455-5874x802,140 Stacy Tunnel,English,Autumn,Jensen,Chelsea,,North Gene,6517.0,,2548.0,,,wish,,3793.0,464.285.7084,Mr.,,Jordan PLC,6533.0,,1466.0,12.0,,1.8963825549592164,,2.3612968559529124,74.20963906329092,
646,,South Robert,Croatia,,Nevada,547.440.2271x821,636 Collins Circles,German,Kelly,Soto,Melissa,Hoffman,,,25327.0,4516.0,North Dakota,,and,,,5948554635,Mr.,3.0,Rose-Webb,9444.0,14900.0,3742.0,8.0,92.71528851172027,,80.94566766153777,2.8285425592257707,93.66387896411548,1443.7233798104453
647,,Westmouth,Saint Helena,7.0,Kentucky,575.243.9793,576 Kayla Parkways,English,Timothy,Simmons,Jill,,East Gerald,5724.0,31648.0,9499.0,North Carolina,cut,raise,8547.0,8352.0,980-448-0917x280,,,Kemp and Sons,2669.0,18494.0,3303.0,6.0,89.13150308949798,1.6681851932384406,72.95148377695483,1.8215449127848675,74.4655374160506,
648,3777.0,South Barry,,9.0,Maryland,+1-640-549-9221,,Spanish,,King,Johnathan,,Hernandezhaven,2242.0,63477.0,8320.0,New Hampshire,simple,,1223.0,,421-832-4507,Dr.,,Banks-Crawford,9165.0,17002.0,4565.0,8.0,82.77732318377251,2.454947630602345,90.47901957068079,1.4919338777242626,68.07561321231975,4878.54666756838
649,,South Amandaberg,,9.0,Iowa,+1-030-373-6983x8052,7296 John Centers,English,Katherine,Schultz,Ryan,Montgomery,Jamesmouth,3473.0,,7040.0,Massachusetts,almost,little,,4599.0,194-945-1500x38578,Mr.,5.0,Reeves PLC,8760.0,10592.0,2174.0,10.0,81.5342095105967,2.4897454296111983,88.87113031279456,2.4425736257267117,,1606.4448581101374
650,7435.0,,,3.0,Georgia,(285)347-8306x52583,,Spanish,Douglas,,,,South David,9966.0,27158.0,5190.0,Michigan,officer,resource,9772.0,8908.0,5274148863,Mr.,,,3260.0,,2756.0,18.0,96.52436103945648,4.592261030040772,93.79601352892638,3.064621174174766,87.28794555716942,4774.961025409786
651,6959.0,Maryside,Philippines,7.0,Indiana,1180547247,7515 Sharon Shoal,Spanish,,Richardson,Samantha,Morrison,Adrianmouth,1015.0,,4662.0,Iowa,certain,resource,1434.0,8368.0,(735)817-6215,Mr.,7.0,Chavez Inc,1162.0,16757.0,,7.0,81.52600786156555,2.259218287517156,94.54862310967829,1.6572987268588624,,4036.7695402232926
652,,New Marcuschester,Senegal,5.0,Illinois,806-989-4632,910 Mays Vista,French,Anthony,Cox,Ricardo,Forbes,Brownport,7707.0,41898.0,,Louisiana,team,,4817.0,,313.890.7291x64712,,10.0,Lee LLC,1947.0,15348.0,3921.0,14.0,87.54749535945095,,,4.494185456762404,,2254.780945456947
653,7264.0,Evansport,,9.0,,968-163-3391x716,93774 Simmons Manor Suite 346,German,Joseph,Woods,Shawna,Smith,East Michael,,34563.0,9857.0,Illinois,nearly,sign,4322.0,3135.0,001-696-984-9996x03830,Mr.,,Williams LLC,5583.0,,,9.0,92.60531114988689,,,,91.53366315906865,3608.148349587435
654,4202.0,South Robertland,Nauru,1.0,,(271)311-1913x2360,681 Smith Center,German,,,Aaron,Haynes,Lake Emily,2619.0,15232.0,1586.0,Kansas,politics,possible,5655.0,,574-420-1180x1631,Dr.,,Mitchell Ltd,7627.0,17704.0,1808.0,14.0,,3.1497339705971754,79.74983847236236,3.875522158743507,95.19502464711834,3081.8788108803024
655,,Hannahburgh,Saint Kitts and Nevis,2.0,Colorado,779.276.2824x5586,6528 James Coves Suite 209,German,Brian,Wilson,,Shah,North Allisontown,2749.0,13294.0,8794.0,,act,agent,4068.0,7740.0,,Mr.,7.0,Wood-Green,,13383.0,,14.0,89.38404557207792,4.028185297122166,,1.1115649011826316,91.86394796965499,3370.014406999653
656,,West Mark,Switzerland,3.0,South Carolina,(740)392-1297,3792 Victoria Locks,French,Daniel,Jones,Julie,,South Lesliechester,3392.0,24231.0,,Florida,official,course,,1927.0,001-759-185-3219x38716,Mrs.,6.0,"Chandler, Rios and Campbell",,13278.0,,,,,82.68748442725713,1.4952520742336768,90.26239772169662,4765.372131012375
657,3891.0,Schneiderstad,Mayotte,10.0,Nevada,(547)022-6794x2821,,Spanish,Jason,,Kyle,Yang,Riveraton,2884.0,70342.0,1390.0,Georgia,science,floor,8001.0,,,,2.0,,,12424.0,2388.0,,94.49697611796591,4.956000315594489,84.13993066449596,,,3133.154626026623
658,9524.0,Lisashire,Greece,,,066.684.0511x04675,33142 Webb Valleys Apt. 209,French,Leah,Green,Richard,Griffin,North Carlton,1531.0,15117.0,1802.0,Illinois,around,,1243.0,1943.0,001-336-503-1768x9197,Mrs.,5.0,Li PLC,,,,9.0,,3.078666589782009,76.19083328269923,2.3113878523245996,83.29476183431007,
659,8630.0,Lake Brady,Madagascar,5.0,,+1-630-107-7952x008,,German,Christopher,Wolf,David,Blair,Lake Staceyville,3018.0,45991.0,5631.0,Oregon,product,however,4216.0,,001-639-416-3653,Mrs.,3.0,Bowen Inc,2605.0,7401.0,3914.0,18.0,94.91187732977386,1.327788653738755,71.55484181361025,4.554037187399366,79.0501228614999,2784.6563481710164
660,6789.0,,Turkmenistan,7.0,Michigan,(829)301-3409x20619,273 Michael Union Apt. 985,German,Julie,Marshall,,Nolan,South Kimberlyland,4326.0,,5105.0,Indiana,race,create,9762.0,6655.0,708-906-6628x36153,,,Marshall-Frazier,9622.0,11598.0,3409.0,17.0,95.69626626928513,3.33721511062465,85.91152873326506,4.986047102215288,87.56071446270812,4791.280135200651
661,4298.0,West Jessica,,10.0,Indiana,,,Spanish,Bobby,Gonzales,Jennifer,Jackson,Edwardsborough,6343.0,20405.0,,Hawaii,large,sound,5390.0,4552.0,7363425263,Mr.,3.0,Olson Ltd,3364.0,13286.0,,20.0,92.80071021794402,1.517540751934999,87.61311711989072,4.453086630378398,64.72232630684098,1850.570155842077
662,6521.0,Evansside,Algeria,9.0,Oregon,(381)795-7098x46394,9432 John Pike Apt. 412,Spanish,Frank,Mitchell,,,,8412.0,41615.0,4271.0,North Carolina,how,else,9412.0,8025.0,001-053-889-8588x6728,Mr.,3.0,Smith LLC,3569.0,14159.0,2512.0,,,2.6344794365863846,,3.2870590177056362,,1613.218042783207
663,7228.0,Jessicamouth,Saint Kitts and Nevis,,,,65995 Everett Gateway,German,Becky,Perkins,,Herrera,Lawrenceton,1795.0,61051.0,2030.0,,traditional,,5154.0,,001-010-963-7092x703,Mrs.,2.0,Ortiz PLC,,9968.0,,20.0,,1.571477566425198,89.59481250301455,,97.47282621093181,2220.65585521034
664,,,Mauritania,1.0,,001-220-349-5673x96652,9549 Mathew Path Suite 534,German,Karen,Sanchez,Nathan,Torres,West Michael,9711.0,31062.0,4736.0,Kansas,shoulder,,7614.0,9256.0,355-100-0813x5773,Mr.,2.0,Young and Sons,3999.0,18420.0,4029.0,20.0,80.03754356653916,,71.68911346614856,1.1787299042217478,,
665,,South Jose,Serbia,5.0,Massachusetts,618-776-8275x4600,6514 Angela Point Suite 039,Spanish,Megan,Chen,,Carpenter,North Derrick,7621.0,89767.0,6885.0,,recent,hair,4950.0,5865.0,180.324.0458x6439,,2.0,"Quinn, Esparza and Colon",7181.0,12786.0,4417.0,9.0,93.71512216697187,3.019055445088752,,2.799717565394066,,4465.38221025062
666,2754.0,New Kristen,Nepal,1.0,New Mexico,001-784-352-6231x196,88830 Joshua Forest Suite 626,German,,Gonzalez,Nicole,Coleman,Pettyview,6306.0,,,Alaska,wind,manager,9011.0,5157.0,816.746.0011,Mr.,7.0,,7711.0,11344.0,1953.0,,86.10196187896952,1.183278857412323,,2.7723848144982095,,1354.1195650682916
667,2540.0,Margaretview,Brunei Darussalam,6.0,,001-517-339-2032x7773,9360 Mason Inlet,French,Tamara,Schultz,,,,7995.0,96706.0,9637.0,,professional,serve,6802.0,7789.0,653-223-2578x2393,,7.0,Garrett Ltd,1406.0,14371.0,3580.0,14.0,90.09879839131888,1.495126445410078,83.98382058090569,1.7697069333543873,,3307.422332692598
668,8481.0,West Christina,Sweden,1.0,Vermont,001-143-886-8135x17622,534 Moses Row,English,,Wilson,David,Mckinney,Lake Thomasville,6315.0,37388.0,9656.0,Florida,state,behind,7783.0,8925.0,,,10.0,Walker and Sons,9548.0,8103.0,,,,1.0746562814796916,86.45636035803366,3.127437745921117,98.49507064192699,2099.850111805112
669,8360.0,West Victoriaborough,,9.0,South Carolina,+1-792-435-9322x487,6664 White Trace,French,Gregory,Steele,Jesus,Bowman,East Amandaburgh,4499.0,21239.0,3942.0,Illinois,organization,speech,4724.0,6362.0,,,,"Olsen, Smith and Wilkins",8278.0,6386.0,4305.0,15.0,87.23236157447155,1.1799345758996318,91.5493583928512,1.0930529934154913,,2659.745693923739
670,2994.0,Petersview,Sao Tome and Principe,6.0,Nevada,001-500-409-4378x0174,,German,James,Durham,Brandon,,New Nicholas,2842.0,21630.0,3184.0,Texas,operation,north,9946.0,,+1-211-361-1784x8289,Mrs.,10.0,Parks-Irwin,5213.0,6491.0,1469.0,8.0,89.75202692320055,2.1414068980227188,74.56672315589236,,66.16909483277625,4808.658910014523
671,9672.0,North Dalton,,6.0,Vermont,001-765-078-6323x9518,09385 Samuel Neck Apt. 235,French,,Fitzgerald,Grace,,East Adam,5106.0,,7630.0,New Hampshire,author,the,7569.0,6478.0,+1-131-977-3176x97135,,10.0,"Stephens, Smith and Moore",6329.0,7973.0,1111.0,,85.36443806453731,1.3949768638623197,73.56151376158424,4.572044084197813,70.31737159952914,4766.310060851019
672,6153.0,Port Lisaside,Bahrain,2.0,Kansas,(399)417-3284x21498,90153 Christina Points,,Jacqueline,,Christine,Brown,New Scottstad,3356.0,23660.0,5943.0,Ohio,actually,sell,8683.0,9735.0,327.863.1562x120,Mr.,7.0,"Simpson, Johnson and Owens",4318.0,8925.0,,,,4.009559914601482,,1.46032548753284,62.425279116134774,
673,2009.0,Wilsonmouth,Pitcairn Islands,7.0,North Dakota,(824)178-7696x5345,13948 Campbell Extension,,Joe,Chandler,John,,West Kristen,3830.0,28981.0,6435.0,Texas,hold,least,6333.0,9969.0,099.102.0453x7010,Mr.,7.0,"Owens, Payne and Smith",,5473.0,2669.0,12.0,96.44723176919524,1.074491330062143,83.85188157921185,3.3446907900302834,64.0603766579378,4051.913188538177
674,3714.0,West Angelicafurt,,10.0,,855-746-2785,252 White Club,French,Julie,Odom,Kelly,Ramirez,West Jenniferport,7311.0,62669.0,5141.0,Washington,together,however,,6280.0,+1-085-485-7295x14949,Mrs.,6.0,,7664.0,12306.0,1343.0,,94.09186857508426,1.5694681219251518,83.5109938653761,,69.80645940826405,4810.450506918205
675,4463.0,Robertsborough,Congo,8.0,Massachusetts,,762 Roberts River Apt. 001,Spanish,Anthony,,,Carter,Barronbury,8138.0,10741.0,2349.0,,community,food,1579.0,8104.0,450-234-0215x11131,Mr.,1.0,Edwards-Mercado,,18314.0,2903.0,14.0,91.7550592832079,1.6695266962213196,71.50437577320389,4.687242850130387,70.93211758073203,2003.5558295097267
676,7605.0,Lake Michael,,,California,(201)359-3733,,,William,Cabrera,,Mason,Fletcherchester,7968.0,70949.0,,South Dakota,view,,,2743.0,001-647-092-7915x63111,,8.0,,4485.0,,4443.0,14.0,,3.956731782379427,84.07703944853232,2.202553394130322,75.81219604564586,1491.907859757486
677,7968.0,Lewishaven,Syrian Arab Republic,7.0,Missouri,629-889-9262,,French,,Walker,Robert,Bender,Lake Chelsea,9659.0,37003.0,3245.0,Florida,hot,,,9654.0,,Dr.,10.0,,5578.0,19389.0,,11.0,90.98801557039295,4.829668694795863,77.95759854538954,3.728403983873381,73.70541025256213,2045.4421335351567
678,,North Carlos,Uganda,5.0,Vermont,+1-138-276-5387x055,6747 Bennett Ridge,,,Johnson,Benjamin,Williams,Samanthahaven,5656.0,,4907.0,Rhode Island,lot,,3836.0,3651.0,001-861-870-0905,,9.0,Bush LLC,5029.0,15850.0,2317.0,15.0,83.79123008457115,4.835970717654039,78.21143109647085,4.656072965021284,,4689.031124176011
679,8083.0,Angelicaton,Slovenia,8.0,Oklahoma,,92131 Michael Square Suite 263,Spanish,,Schultz,Travis,Hughes,,6273.0,70253.0,1352.0,,operation,key,9213.0,6230.0,(277)537-5472,Mr.,1.0,Romero-Cross,1156.0,16021.0,1710.0,18.0,90.00423178162296,,82.22441788063668,2.571164326016052,63.24595146992958,4506.881166967668
680,8208.0,East James,Venezuela,1.0,,798.201.1475x5612,4339 Christopher Freeway,English,Jason,,,Rose,,2807.0,55237.0,,Rhode Island,would,another,,,(826)599-7562x7983,Dr.,10.0,,1507.0,19623.0,4408.0,19.0,92.10042643712075,2.4119789294016067,90.31953118301489,,,
681,4790.0,Deanton,Zimbabwe,,Mississippi,237.130.9331,852 Rebecca Lane,English,Charlotte,Garcia,Kim,Scott,South Kristinfort,8222.0,86510.0,4713.0,Connecticut,sport,raise,6684.0,5800.0,195-994-8705,Mr.,,"Peterson, Rodgers and Barnes",8580.0,11069.0,4834.0,11.0,88.00239782160922,1.8860830588085782,70.49454174161349,,96.85594758665496,2431.2840757224462
682,9636.0,,,,Ohio,001-066-448-5789x111,18594 Butler Keys,English,Jason,Navarro,Joshua,Perez,,,44625.0,5443.0,Minnesota,,worker,5640.0,,,Dr.,10.0,"Robinson, Fuller and Gomez",5967.0,,3940.0,12.0,84.21664298804211,2.9752346863536983,79.07497946858332,2.1230254320155937,,3827.8720261462618
683,8019.0,Randyville,French Guiana,10.0,,026.933.5964x865,550 Diana Locks,French,,Rogers,Taylor,,Jenniferchester,9433.0,70199.0,,New Mexico,prove,culture,9275.0,4314.0,001-863-604-1008x655,Mr.,,Anthony and Sons,4212.0,,,17.0,81.99703749759863,,,1.681908385508811,67.7508102833743,3955.2593101771786
684,9516.0,Brandonberg,,,Vermont,(569)427-6377,13844 Michael Center Apt. 975,French,Jeremy,Barry,John,Bryant,Fosterland,5914.0,54972.0,,South Dakota,leg,too,,,(440)058-2663x52423,Mr.,1.0,"Moody, Vaughan and Wright",,17222.0,1266.0,9.0,84.67324065271126,3.279613162740438,75.69912938047258,3.0923198380738155,91.29010834524868,1767.4061908622734
685,6343.0,New Williamburgh,Rwanda,2.0,Georgia,470.914.0895x149,,English,Karen,,,,Lake Kathrynton,1106.0,78616.0,9287.0,Wisconsin,both,,5998.0,,(416)634-7406,Dr.,9.0,,9731.0,15067.0,2035.0,19.0,80.03518936695178,2.7084579062749827,86.82749464047592,3.6001201883513567,94.15439246259908,2291.997058169489
686,1398.0,,Svalbard & Jan Mayen Islands,2.0,California,001-788-084-2654x44789,704 Brandt Viaduct Suite 693,Spanish,,Zimmerman,Anna,Robles,North Marc,7655.0,33437.0,,,,he,1720.0,9644.0,(222)018-9758,Mrs.,10.0,Blevins and Sons,2994.0,,3122.0,19.0,88.92034487803647,3.069027655095509,71.08661686699882,3.8848811156913103,61.878585898260184,4673.565966488781
687,5335.0,East Scott,French Southern Territories,9.0,,,1604 Robertson Greens,Spanish,,Lane,Cheryl,Murphy,South Veronicamouth,5973.0,80587.0,6617.0,Alabama,too,area,7499.0,9328.0,180.786.5894x467,Mrs.,,"Arellano, Silva and Hanna",1084.0,11420.0,1797.0,15.0,,3.2872784676454336,70.63429847178323,3.9497767158039805,99.12382444427877,2695.281027489176
688,,Port Christian,Somalia,10.0,North Carolina,+1-649-018-2581,1383 Ingram Mountain,English,Dan,,Sandra,Frye,North Corey,5231.0,49102.0,8855.0,New York,argue,owner,,4030.0,663.535.4153x069,Mr.,10.0,"Watkins, Stevens and Huynh",,,2348.0,,81.13119424334097,3.501178803942385,70.69681880622477,2.727795773984762,60.96094119326197,4188.88362128428
689,7402.0,,Saudi Arabia,,Ohio,109.856.1296x224,9159 Greene Hollow Suite 237,German,,Barry,Stacy,Cooley,North Robin,,47141.0,6000.0,,often,each,5212.0,3347.0,918.619.4720x4992,,4.0,Michael LLC,5049.0,,2939.0,12.0,97.25844784181145,4.330070050192859,90.54084489747666,3.0787001786861157,69.46974663244116,1291.643344633265
690,6941.0,,Palau,6.0,New Hampshire,,21316 Cunningham Rapid Apt. 025,Spanish,Zachary,Graham,Tara,Sullivan,,2609.0,,2681.0,,,would,1325.0,6041.0,001-847-939-0476x7676,Mr.,2.0,Harris Ltd,,14485.0,1511.0,7.0,97.54146041789923,,79.43487832570065,,87.73454668075686,4130.584959016317
691,5296.0,Lake Ronaldfurt,Kuwait,9.0,South Carolina,(778)299-7457x556,882 Cameron Forest,,Linda,Hendricks,Troy,Goodman,Michelleborough,7750.0,73816.0,,New Jersey,their,,5824.0,6983.0,001-307-099-2820x452,Mrs.,3.0,,1897.0,9939.0,3501.0,18.0,,3.7102578298982962,83.98145129013865,2.179667080936709,75.25821936180682,1383.3210056216112
692,2354.0,,New Caledonia,2.0,,104-912-1704,953 Jeffrey Streets Apt. 545,,Jeffrey,Hayes,Megan,,Archerborough,9801.0,28014.0,5546.0,,,significant,6505.0,5617.0,,,4.0,,1173.0,12428.0,2572.0,19.0,,4.519752669936738,85.4807638565596,2.3584658995545333,97.50339408987048,
693,9069.0,,Heard Island and McDonald Islands,5.0,,,52065 Heather Plaza Suite 989,Spanish,Jacob,Combs,Aaron,Walters,Marshallmouth,3932.0,63721.0,8187.0,Pennsylvania,,current,,3243.0,,Dr.,,,6377.0,14630.0,1788.0,8.0,81.84841376707848,3.3807004306703625,71.688611804114,4.157665694975241,67.74458167087137,
694,4668.0,West Melissahaven,Uruguay,4.0,,,5999 John Park Apt. 542,German,Adrian,Sellers,David,Delgado,,,,8465.0,Alaska,magazine,,9345.0,4800.0,,Mrs.,6.0,Navarro PLC,7897.0,12887.0,,19.0,83.34662132245857,1.5506908237047665,71.10176970446318,1.5107230040927782,,3052.502958766858
695,,New Mary,Vanuatu,9.0,Connecticut,161.536.9896,538 Lewis Roads,German,Brandon,Collins,Peter,Mckay,Danieltown,7065.0,74661.0,4173.0,Illinois,oil,name,7995.0,8930.0,001-519-592-2056x2720,,7.0,Hernandez-Gonzalez,9866.0,17705.0,,9.0,88.45142767992719,3.4133179587990137,77.27659861907921,4.881084233763273,,
696,,Jennifertown,,9.0,Indiana,+1-589-464-3422x0277,89966 Miranda Row Apt. 602,French,Michael,Wilson,Matthew,,Lake Crystal,3307.0,,4355.0,South Carolina,hard,smile,1015.0,2417.0,(531)384-9586x4091,Mr.,3.0,Velazquez-Turner,4889.0,13308.0,4355.0,6.0,87.59710052750029,1.7816285185966123,75.00929758708082,4.634000873603261,91.4105522836458,2366.207694690095
697,1342.0,Millerchester,Seychelles,8.0,,6597883560,342 Turner Spring,Spanish,Amber,,Amanda,,Christopherside,1118.0,24974.0,2269.0,,,family,7427.0,,,Dr.,,Cole-Weber,8657.0,,3836.0,15.0,,3.264387636276033,78.3915121138288,2.1985263651220586,73.14476196833849,
698,1195.0,New Derek,Antigua and Barbuda,9.0,Vermont,,625 Caleb Alley Apt. 377,English,Joshua,Cooley,Todd,Perry,East Briannaport,1315.0,75961.0,,Connecticut,character,top,5996.0,,(486)926-4774,Mrs.,3.0,Oliver Inc,4594.0,5060.0,,12.0,92.47797003496387,,,2.922984830575769,90.73393641489393,
699,,Wellshaven,Saint Martin,7.0,Oklahoma,001-184-811-1296x026,,Spanish,Joseph,Day,Charles,Gonzalez,South Henry,5298.0,,3862.0,Maryland,allow,suddenly,8504.0,6958.0,631.882.7727,Mr.,,,7558.0,8018.0,4383.0,5.0,86.5307086272393,1.2949246274795132,70.7504397173769,,71.62304861557726,1777.613777856069
700,5952.0,,Latvia,9.0,,(801)164-0536x429,243 Orozco Key Suite 248,,Tina,Wagner,Brooke,Bowen,Johnnyhaven,9437.0,17013.0,1611.0,Indiana,foreign,six,1384.0,6690.0,(860)455-3959x01900,Mr.,4.0,"Davidson, Arellano and Ortiz",1486.0,8262.0,1810.0,14.0,83.13463896469034,4.541528918206657,87.97091684756512,2.3592699720720702,,1714.1657232042417
701,,,Aruba,8.0,New Jersey,687.202.4697x0365,65861 Clark Villages,English,Haley,Carlson,,Lee,Port Robert,5255.0,89707.0,,Maine,trouble,drug,7554.0,5635.0,1616444294,Mr.,10.0,,,19920.0,1414.0,5.0,94.96602325286078,1.5489741378701551,86.37172993038112,4.540046099155218,73.53533117059294,1840.9495146594159
702,9113.0,East Gregory,Saudi Arabia,8.0,,+1-247-323-5670x2646,3341 Shannon Villages Apt. 198,Spanish,,,,Obrien,Kingfurt,2525.0,86533.0,5506.0,West Virginia,television,shake,3201.0,,+1-004-574-4412x06182,Mr.,6.0,"Peterson, Brown and Weaver",7056.0,18262.0,,10.0,96.94091160211474,4.908407384128059,94.94237285539577,4.526655180267038,95.13551345793668,
703,9206.0,South Heather,,,Tennessee,+1-709-462-4890x563,70217 Matthew Causeway,French,Craig,Quinn,Sabrina,Galvan,South Natalie,9300.0,77049.0,7272.0,Montana,still,attorney,9438.0,7463.0,606.332.4146x5976,Mr.,4.0,Webster Group,4107.0,8140.0,,17.0,92.49837013137784,,80.73850411492987,3.5445717944070587,96.84054376071548,4052.329499007106
704,8582.0,Ericberg,Saint Barthelemy,8.0,Washington,493.053.5284x61152,375 Leah Camp Suite 179,French,Jillian,Pierce,Joseph,Saunders,New Jasonfort,7053.0,17313.0,6808.0,Massachusetts,,,5803.0,4693.0,(243)861-4434,Dr.,9.0,,5819.0,17936.0,,15.0,84.44908966838317,3.5178365646485066,77.0018326626814,1.505834128007371,80.33077924501427,
705,,,United Kingdom,5.0,Connecticut,001-074-333-6932x445,5615 Williams Orchard Suite 874,Spanish,Amber,Bauer,Sarah,Thompson,,7088.0,78555.0,,,author,perhaps,5797.0,,979.550.2450,,8.0,"Evans, Kirk and Swanson",,,2927.0,7.0,,2.5524633750709302,92.06055217330746,,74.97064366894597,3075.569464691498
706,4705.0,Lake Brettfort,Colombia,10.0,Illinois,681-626-1255x0557,,French,Karen,Proctor,,Cameron,Torresport,,94308.0,8640.0,New Hampshire,toward,follow,2666.0,,854-310-7661,Mrs.,2.0,"Moody, Bennett and Dunlap",,13609.0,3844.0,20.0,92.88169770839463,2.979168101363127,76.70838646240284,2.603784282151031,,3335.9304860155958
707,6017.0,Lake Stephanie,Ecuador,8.0,,,772 Krystal Forks Apt. 389,English,Andrea,Gonzales,Kathleen,,,8156.0,,1746.0,Mississippi,play,fly,8548.0,,001-023-458-0547x30676,Mr.,6.0,"Gonzalez, Haney and Ball",4596.0,,1831.0,19.0,95.53702874644787,2.5835999017534768,77.6499759079931,4.5548357181871815,82.85481547034064,4741.995627952563
708,3276.0,Alexmouth,New Caledonia,,Arkansas,(792)875-1176x4032,4330 Brittany Plains Apt. 566,German,Paul,Garcia,James,Bryant,,1802.0,64386.0,3076.0,Washington,group,challenge,3353.0,6157.0,,Mrs.,5.0,"Medina, Dunn and Briggs",2388.0,7200.0,4078.0,7.0,85.31086429954391,3.075282882200925,75.75443945526374,1.1645716865436166,80.49048352871114,2345.4959221512777
709,1338.0,,,9.0,,(585)167-6882x1903,17951 Perkins Branch,Spanish,,,Timothy,,Elizabethville,2636.0,43927.0,4257.0,North Carolina,beautiful,while,9322.0,7317.0,001-970-814-9843,Mrs.,10.0,"Fitzgerald, Deleon and Hartman",8086.0,11700.0,,,,2.529483706495708,74.48914327503898,1.9351615984924098,85.81419410583032,2436.371740742798
710,5837.0,Port Mary,Botswana,,Louisiana,+1-339-201-1191x821,63775 Jessica Streets Suite 074,English,Maria,Monroe,Kimberly,,South Andreaberg,8199.0,99074.0,9396.0,Alabama,here,talk,,2204.0,001-687-277-1953x874,,2.0,"Schneider, Hernandez and Suarez",9220.0,,3239.0,7.0,94.14571932685114,4.706423676840711,,1.2853947091173197,,1801.226387433941
711,8152.0,,Afghanistan,6.0,,+1-445-171-7052x1110,,French,Denise,,,Castaneda,South Trevorport,,95156.0,5351.0,Florida,decide,whom,,7301.0,,,8.0,Lee and Sons,6394.0,9096.0,2239.0,,83.43156385944461,3.4161361753343256,73.44662815302705,4.419996850263576,88.64741436833769,3172.5025448913134
712,5136.0,Port Deannafort,Hong Kong,5.0,Florida,,90181 Linda Corner Suite 910,German,Erica,Gardner,Melissa,Lopez,West Dana,2050.0,66823.0,1566.0,Indiana,build,age,7616.0,9363.0,,Mr.,4.0,Mendoza-Church,5906.0,9617.0,4368.0,,94.09630857365698,2.6152445657794177,,3.31981512182373,86.21234029885849,2888.015975180001
